id,value_1,value_4,time
3259,46,guests,1503180425
3260,1,members,1503180425
3261,61,guests,1503181266
3262,1,members,1503181266
3263,38,guests,1503182108
3264,1,members,1503182108
3265,46,guests,1503182951
3266,1,members,1503182951
3267,50,guests,1503183795
3268,1,members,1503183795
3269,41,guests,1503184637
3270,2,members,1503184637
3271,62,guests,1503185478
3272,3,members,1503185478
3273,61,guests,1503186329
3274,2,members,1503186329
3275,63,guests,1503187170
3276,1,members,1503187170
3277,51,guests,1503188015
3278,1,members,1503188015
3279,62,guests,1503188857
3280,1,members,1503188857
3281,50,guests,1503189706
3282,1,members,1503189706
3283,68,guests,1503190550
3284,1,members,1503190550
3285,52,guests,1503191394
3286,1,members,1503191394
3287,57,guests,1503192235
3288,1,members,1503192235
3289,54,guests,1503193079
3290,1,members,1503193079
3291,49,guests,1503193920
3292,1,members,1503193920
3293,37,guests,1503194761
3294,1,members,1503194761
3295,49,guests,1503195607
3296,1,members,1503195607
3297,41,guests,1503196449
3298,1,members,1503196449
3299,63,guests,1503197291
3300,1,members,1503197291
3301,46,guests,1503198133
3302,1,members,1503198133
3303,64,guests,1503198974
3304,1,members,1503198974
3305,47,guests,1503199817
3306,1,members,1503199817
3307,63,guests,1503200661
3308,1,members,1503200661
3309,75,guests,1503201504
3310,1,members,1503201504
3311,57,guests,1503202351
3312,1,members,1503202351
3313,49,guests,1503203193
3314,1,members,1503203193
3315,55,guests,1503204039
3316,1,members,1503204039
3317,41,guests,1503204880
3318,1,members,1503204880
3319,48,guests,1503205722
3320,1,members,1503205722
3321,62,guests,1503206567
3322,1,members,1503206567
3323,47,guests,1503207408
3324,1,members,1503207408
3325,63,guests,1503208249
3326,2,members,1503208249
3327,46,guests,1503209094
3328,1,members,1503209094
3329,56,guests,1503209947
3330,1,members,1503209947
3331,44,guests,1503210790
3332,1,members,1503210790
3333,57,guests,1503211631
3334,1,members,1503211631
3335,39,guests,1503212473
3336,1,members,1503212473
3337,57,guests,1503213316
3338,1,members,1503213316
3339,46,guests,1503214159
3340,1,members,1503214159
3341,58,guests,1503215006
3342,1,members,1503215006
3343,39,guests,1503215847
3344,1,members,1503215847
3345,56,guests,1503216699
3346,1,members,1503216699
3347,50,guests,1503217540
3348,1,members,1503217540
3349,65,guests,1503218399
3350,1,members,1503218399
3351,46,guests,1503219241
3352,1,members,1503219241
3353,57,guests,1503220083
3354,1,members,1503220083
3355,44,guests,1503220924
3356,1,members,1503220924
3357,55,guests,1503221766
3358,1,members,1503221766
3359,36,guests,1503222612
3360,1,members,1503222612
3361,46,guests,1503223454
3362,1,members,1503223454
3363,33,guests,1503224299
3364,1,members,1503224299
3365,36,guests,1503225147
3366,1,members,1503225147
3367,48,guests,1503225989
3368,1,members,1503225989
3369,52,guests,1503226832
3370,1,members,1503226832
3371,64,guests,1503227673
3372,1,members,1503227673
3373,49,guests,1503228514
3374,1,members,1503228514
3375,62,guests,1503229358
3376,1,members,1503229358
3377,40,guests,1503230199
3378,1,members,1503230199
3379,58,guests,1503231040
3380,1,members,1503231040
3381,55,guests,1503231884
3382,1,members,1503231884
3383,69,guests,1503232726
3384,1,members,1503232726
3385,53,guests,1503233571
3386,1,members,1503233571
3387,59,guests,1503234429
3388,1,members,1503234429
3389,54,guests,1503235277
3390,1,members,1503235277
3391,59,guests,1503236119
3392,1,members,1503236119
3393,43,guests,1503236960
3394,1,members,1503236960
3395,57,guests,1503237802
3396,1,members,1503237802
3397,57,guests,1503237802
3398,1,members,1503237802
3399,45,guests,1503238647
3400,1,members,1503238647
3401,65,guests,1503239490
3402,1,members,1503239490
3403,54,guests,1503240334
3404,1,members,1503240334
3405,50,guests,1503241175
3406,1,members,1503241175
3407,58,guests,1503242025
3408,1,members,1503242025
3409,83,guests,1503242869
3410,1,members,1503242869
3411,68,guests,1503243711
3412,1,members,1503243711
3413,96,guests,1503244556
3414,1,members,1503244556
3415,79,guests,1503245397
3416,1,members,1503245397
3417,102,guests,1503246242
3418,1,members,1503246242
3419,65,guests,1503247087
3420,1,members,1503247087
3421,76,guests,1503247935
3422,1,members,1503247935
3423,44,guests,1503248777
3424,1,members,1503248777
3425,63,guests,1503249621
3426,1,members,1503249621
3427,57,guests,1503250463
3428,1,members,1503250463
3429,79,guests,1503251307
3430,1,members,1503251307
3431,61,guests,1503252151
3432,1,members,1503252151
3433,67,guests,1503252992
3434,1,members,1503252992
3435,66,guests,1503253838
3436,1,members,1503253838
3437,70,guests,1503254679
3438,1,members,1503254679
3439,48,guests,1503255521
3440,1,members,1503255521
3441,53,guests,1503256363
3442,1,members,1503256363
3443,65,guests,1503257207
3444,1,members,1503257207
3445,53,guests,1503258051
3446,1,members,1503258051
3447,47,guests,1503258894
3448,1,members,1503258894
3449,64,guests,1503259736
3450,64,guests,1503259736
3451,1,members,1503259736
3452,1,members,1503259736
3453,77,guests,1503260580
3454,1,members,1503260580
3455,64,guests,1503261423
3456,1,members,1503261423
3457,85,guests,1503262265
3458,1,members,1503262265
3459,41,guests,1503263106
3460,1,members,1503263106
3461,51,guests,1503263951
3462,1,members,1503263951
3463,58,guests,1503264793
3464,1,members,1503264793
3465,74,guests,1503265635
3466,1,members,1503265635
3467,52,guests,1503266476
3468,1,members,1503266476
3469,71,guests,1503267321
3470,1,members,1503267321
3471,65,guests,1503268163
3472,1,members,1503268163
3473,46,guests,1503269004
3474,1,members,1503269004
3475,51,guests,1503269846
3476,1,members,1503269846
3477,63,guests,1503270689
3478,1,members,1503270689
3479,59,guests,1503271535
3480,1,members,1503271535
3481,76,guests,1503272378
3482,1,members,1503272378
3483,57,guests,1503273219
3484,1,members,1503273219
3485,62,guests,1503274062
3486,1,members,1503274062
3487,46,guests,1503274905
3488,1,members,1503274905
3489,68,guests,1503275747
3490,1,members,1503275747
3491,39,guests,1503276590
3492,1,members,1503276590
3493,58,guests,1503277431
3494,1,members,1503277431
3495,72,guests,1503278273
3496,1,members,1503278273
3497,72,guests,1503279115
3498,1,members,1503279115
3499,88,guests,1503279959
3500,1,members,1503279959
3501,59,guests,1503280800
3502,1,members,1503280800
3503,72,guests,1503281641
3504,1,members,1503281641
3505,51,guests,1503282482
3506,1,members,1503282482
3507,68,guests,1503283324
3508,1,members,1503283324
3509,54,guests,1503284166
3510,1,members,1503284166
3511,90,guests,1503285007
3512,1,members,1503285007
3513,93,guests,1503285848
3514,1,members,1503285848
3515,89,guests,1503286690
3516,1,members,1503286690
3517,87,guests,1503287531
3518,1,members,1503287531
3519,115,guests,1503288376
3520,1,members,1503288376
3521,112,guests,1503289218
3522,1,members,1503289218
3523,96,guests,1503290061
3524,1,members,1503290061
3525,81,guests,1503290902
3526,1,members,1503290902
3527,108,guests,1503291743
3528,1,members,1503291743
3529,89,guests,1503292590
3530,1,members,1503292590
3531,126,guests,1503293433
3532,1,members,1503293433
3533,103,guests,1503294277
3534,1,members,1503294277
3535,114,guests,1503295118
3536,1,members,1503295118
3537,98,guests,1503295961
3538,1,members,1503295961
3539,128,guests,1503296802
3540,1,members,1503296802
3541,83,guests,1503297643
3542,1,members,1503297643
3543,132,guests,1503298488
3544,1,members,1503298488
3545,88,guests,1503299334
3546,1,members,1503299334
3547,86,guests,1503300177
3548,86,guests,1503300177
3549,1,members,1503300177
3550,1,members,1503300177
3551,108,guests,1503301022
3552,1,members,1503301022
3553,138,guests,1503301872
3554,1,members,1503301872
3555,151,guests,1503302720
3556,1,members,1503302720
3557,158,guests,1503303561
3558,1,members,1503303561
3559,161,guests,1503304402
3560,1,members,1503304402
3561,135,guests,1503305244
3562,1,members,1503305244
3563,137,guests,1503306087
3564,1,members,1503306087
3565,142,guests,1503306937
3566,1,members,1503306937
3567,143,guests,1503307782
3568,1,members,1503307782
3569,141,guests,1503308625
3570,1,members,1503308625
3571,200,guests,1503309469
3572,1,members,1503309469
3573,153,guests,1503310314
3574,1,members,1503310314
3575,167,guests,1503311156
3576,1,members,1503311156
3577,147,guests,1503312001
3578,1,members,1503312001
3579,99,guests,1503312845
3580,1,members,1503312845
3581,100,guests,1503313687
3582,1,members,1503313687
3583,151,guests,1503314528
3584,1,members,1503314528
3585,130,guests,1503315369
3586,1,members,1503315369
3587,112,guests,1503316212
3588,1,members,1503316212
3589,121,guests,1503317056
3590,1,members,1503317056
3591,107,guests,1503317897
3592,1,members,1503317897
3593,119,guests,1503318742
3594,1,members,1503318742
3595,159,guests,1503319584
3596,1,members,1503319584
3597,105,guests,1503320427
3598,1,members,1503320427
3599,154,guests,1503321271
3600,1,members,1503321271
3601,113,guests,1503322116
3602,1,members,1503322116
3603,82,guests,1503322957
3604,1,members,1503322957
3605,101,guests,1503323801
3606,101,guests,1503323801
3607,1,members,1503323801
3608,1,members,1503323801
3609,126,guests,1503324643
3610,1,members,1503324643
3611,78,guests,1503325484
3612,1,members,1503325484
3613,91,guests,1503326327
3614,1,members,1503326327
3615,82,guests,1503327175
3616,1,members,1503327175
3617,91,guests,1503328019
3618,1,members,1503328019
3619,85,guests,1503328860
3620,1,members,1503328860
3621,112,guests,1503329702
3622,1,members,1503329702
3623,148,guests,1503330543
3624,1,members,1503330543
3625,80,guests,1503331385
3626,1,members,1503331385
3627,76,guests,1503332228
3628,1,members,1503332228
3629,74,guests,1503333069
3630,1,members,1503333069
3631,87,guests,1503333911
3632,2,members,1503333911
3633,102,guests,1503334752
3634,2,members,1503334752
3635,138,guests,1503335595
3636,2,members,1503335595
3637,93,guests,1503336437
3638,1,members,1503336437
3639,80,guests,1503337281
3640,1,members,1503337281
3641,83,guests,1503338123
3642,1,members,1503338123
3643,69,guests,1503338965
3644,2,members,1503338965
3645,58,guests,1503339808
3646,2,members,1503339808
3647,97,guests,1503340651
3648,2,members,1503340651
3649,77,guests,1503341493
3650,1,members,1503341493
3651,62,guests,1503342337
3652,1,members,1503342337
3653,70,guests,1503343182
3654,1,members,1503343182
3655,87,guests,1503344024
3656,1,members,1503344024
3657,58,guests,1503344866
3658,1,members,1503344866
3659,71,guests,1503345707
3660,1,members,1503345707
3661,69,guests,1503346548
3662,1,members,1503346548
3663,92,guests,1503347390
3664,2,members,1503347390
3665,99,guests,1503348232
3666,3,members,1503348232
3667,109,guests,1503349073
3668,1,members,1503349073
3669,77,guests,1503349914
3670,1,members,1503349914
3671,111,guests,1503350757
3672,1,members,1503350757
3673,86,guests,1503351602
3674,1,members,1503351602
3675,96,guests,1503352447
3676,1,members,1503352447
3677,62,guests,1503353290
3678,1,members,1503353290
3679,77,guests,1503354131
3680,1,members,1503354131
3681,98,guests,1503354973
3682,1,members,1503354973
3683,80,guests,1503355819
3684,1,members,1503355819
3685,111,guests,1503356660
3686,1,members,1503356660
3687,101,guests,1503357502
3688,1,members,1503357502
3689,103,guests,1503358344
3690,1,members,1503358344
3691,76,guests,1503359185
3692,1,members,1503359185
3693,84,guests,1503360027
3694,1,members,1503360027
3695,84,guests,1503360868
3696,1,members,1503360868
3697,82,guests,1503361709
3698,1,members,1503361709
3699,99,guests,1503362552
3700,1,members,1503362552
3701,76,guests,1503363394
3702,1,members,1503363394
3703,91,guests,1503364235
3704,1,members,1503364235
3705,81,guests,1503365077
3706,1,members,1503365077
3707,95,guests,1503365918
3708,2,members,1503365918
3709,72,guests,1503366761
3710,1,members,1503366761
3711,78,guests,1503367604
3712,1,members,1503367604
3713,104,guests,1503368445
3714,1,members,1503368445
3715,77,guests,1503369287
3716,1,members,1503369287
3717,73,guests,1503370128
3718,1,members,1503370128
3719,82,guests,1503370969
3720,1,members,1503370969
3721,111,guests,1503371811
3722,1,members,1503371811
3723,74,guests,1503372652
3724,1,members,1503372652
3725,91,guests,1503373493
3726,1,members,1503373493
3727,66,guests,1503374335
3728,1,members,1503374335
3729,65,guests,1503375179
3730,1,members,1503375179
3731,72,guests,1503376022
3732,1,members,1503376022
3733,97,guests,1503376865
3734,1,members,1503376865
3735,58,guests,1503377711
3736,1,members,1503377711
3737,90,guests,1503378555
3738,1,members,1503378555
3739,74,guests,1503379396
3740,1,members,1503379396
3741,71,guests,1503380241
3742,1,members,1503380241
3743,103,guests,1503381083
3744,1,members,1503381083
3745,103,guests,1503381924
3746,1,members,1503381924
3747,84,guests,1503382766
3748,1,members,1503382766
3749,86,guests,1503383607
3750,1,members,1503383607
3751,71,guests,1503384455
3752,1,members,1503384455
3753,76,guests,1503385299
3754,1,members,1503385299
3755,96,guests,1503386140
3756,1,members,1503386140
3757,75,guests,1503386985
3758,1,members,1503386985
3759,88,guests,1503387826
3760,1,members,1503387826
3761,85,guests,1503388672
3762,1,members,1503388672
3763,69,guests,1503389516
3764,1,members,1503389516
3765,74,guests,1503390362
3766,1,members,1503390362
3767,93,guests,1503391203
3768,1,members,1503391203
3769,62,guests,1503392045
3770,1,members,1503392045
3771,63,guests,1503392891
3772,1,members,1503392891
3773,76,guests,1503393740
3774,1,members,1503393740
3775,80,guests,1503394581
3776,1,members,1503394581
3777,80,guests,1503395422
3778,1,members,1503395422
3779,100,guests,1503396268
3780,1,members,1503396268
3781,61,guests,1503397110
3782,1,members,1503397110
3783,87,guests,1503397952
3784,1,members,1503397952
3785,68,guests,1503398794
3786,1,members,1503398794
3787,94,guests,1503399636
3788,1,members,1503399636
3789,78,guests,1503400477
3790,1,members,1503400477
3791,101,guests,1503401330
3792,1,members,1503401330
3793,70,guests,1503402172
3794,1,members,1503402172
3795,94,guests,1503403016
3796,1,members,1503403016
3797,52,guests,1503403861
3798,1,members,1503403861
3799,66,guests,1503404702
3800,1,members,1503404702
3801,92,guests,1503405546
3802,1,members,1503405546
3803,71,guests,1503406389
3804,1,members,1503406389
3805,94,guests,1503407230
3806,1,members,1503407230
3807,94,guests,1503408076
3808,1,members,1503408076
3809,117,guests,1503408918
3810,1,members,1503408918
3811,51,guests,1503409762
3812,1,members,1503409762
3813,75,guests,1503410603
3814,1,members,1503410603
3815,62,guests,1503411449
3816,1,members,1503411449
3817,55,guests,1503412291
3818,1,members,1503412291
3819,64,guests,1503413133
3820,1,members,1503413133
3821,55,guests,1503413975
3822,1,members,1503413975
3823,56,guests,1503414817
3824,1,members,1503414817
3825,66,guests,1503415659
3826,1,members,1503415659
3827,90,guests,1503416504
3828,1,members,1503416504
3829,77,guests,1503417349
3830,1,members,1503417349
3831,88,guests,1503418190
3832,1,members,1503418190
3833,62,guests,1503419031
3834,1,members,1503419031
3835,66,guests,1503419875
3836,1,members,1503419875
3837,66,guests,1503420716
3838,1,members,1503420716
3839,63,guests,1503421559
3840,1,members,1503421559
3841,94,guests,1503422401
3842,1,members,1503422401
3843,59,guests,1503423245
3844,1,members,1503423245
3845,85,guests,1503424086
3846,2,members,1503424086
3847,73,guests,1503424928
3848,2,members,1503424928
3849,110,guests,1503425772
3850,110,guests,1503425772
3851,2,members,1503425772
3852,2,members,1503425772
3853,74,guests,1503426619
3854,2,members,1503426619
3855,104,guests,1503427461
3856,2,members,1503427461
3857,86,guests,1503428303
3858,2,members,1503428303
3859,71,guests,1503429144
3860,2,members,1503429144
3861,54,guests,1503429985
3862,1,members,1503429985
3863,77,guests,1503430828
3864,1,members,1503430828
3865,51,guests,1503431670
3866,51,guests,1503431670
3867,1,members,1503431670
3868,1,members,1503431670
3869,72,guests,1503432514
3870,1,members,1503432514
3871,79,guests,1503433356
3872,1,members,1503433356
3873,71,guests,1503434199
3874,1,members,1503434199
3875,71,guests,1503435042
3876,1,members,1503435042
3877,69,guests,1503435883
3878,1,members,1503435883
3879,73,guests,1503436726
3880,1,members,1503436726
3881,86,guests,1503437568
3882,1,members,1503437568
3883,63,guests,1503438410
3884,1,members,1503438410
3885,70,guests,1503439253
3886,1,members,1503439253
3887,77,guests,1503440097
3888,1,members,1503440097
3889,81,guests,1503440944
3890,1,members,1503440944
3891,69,guests,1503441785
3892,1,members,1503441785
3893,61,guests,1503442626
3894,1,members,1503442626
3895,80,guests,1503443467
3896,1,members,1503443467
3897,81,guests,1503444309
3898,1,members,1503444309
3899,68,guests,1503445153
3900,1,members,1503445153
3901,80,guests,1503445996
3902,1,members,1503445996
3903,78,guests,1503446838
3904,1,members,1503446838
3905,76,guests,1503447680
3906,1,members,1503447680
3907,87,guests,1503448524
3908,1,members,1503448524
3909,75,guests,1503449366
3910,1,members,1503449366
3911,68,guests,1503450209
3912,1,members,1503450209
3913,70,guests,1503451051
3914,1,members,1503451051
3915,81,guests,1503451893
3916,1,members,1503451893
3917,55,guests,1503452735
3918,1,members,1503452735
3919,76,guests,1503453578
3920,1,members,1503453578
3921,58,guests,1503454420
3922,1,members,1503454420
3923,78,guests,1503455261
3924,1,members,1503455261
3925,57,guests,1503456102
3926,1,members,1503456102
3927,56,guests,1503456944
3928,1,members,1503456944
3929,58,guests,1503457788
3930,58,guests,1503457788
3931,1,members,1503457788
3932,1,members,1503457788
3933,53,guests,1503458630
3934,1,members,1503458630
3935,60,guests,1503459472
3936,1,members,1503459472
3937,87,guests,1503460313
3938,1,members,1503460313
3939,104,guests,1503461155
3940,1,members,1503461155
3941,83,guests,1503461996
3942,1,members,1503461996
3943,74,guests,1503462841
3944,1,members,1503462841
3945,68,guests,1503463683
3946,1,members,1503463683
3947,82,guests,1503464526
3948,1,members,1503464526
3949,72,guests,1503465370
3950,1,members,1503465370
3951,83,guests,1503466211
3952,1,members,1503466211
3953,49,guests,1503467054
3954,1,members,1503467054
3955,72,guests,1503467911
3956,1,members,1503467911
3957,67,guests,1503468753
3958,1,members,1503468753
3959,58,guests,1503469595
3960,1,members,1503469595
3961,68,guests,1503470436
3962,1,members,1503470436
3963,69,guests,1503471277
3964,1,members,1503471277
3965,72,guests,1503472119
3966,1,members,1503472119
3967,85,guests,1503472963
3968,1,members,1503472963
3969,56,guests,1503473804
3970,1,members,1503473804
3971,62,guests,1503474649
3972,1,members,1503474649
3973,61,guests,1503475490
3974,1,members,1503475490
3975,72,guests,1503476331
3976,1,members,1503476331
3977,44,guests,1503477173
3978,1,members,1503477173
3979,49,guests,1503478017
3980,1,members,1503478017
3981,57,guests,1503478862
3982,1,members,1503478862
3983,63,guests,1503479711
3984,1,members,1503479711
3985,52,guests,1503480554
3986,1,members,1503480554
3987,60,guests,1503481402
3988,1,members,1503481402
3989,56,guests,1503482246
3990,1,members,1503482246
3991,71,guests,1503483089
3992,1,members,1503483089
3993,80,guests,1503483930
3994,1,members,1503483930
3995,44,guests,1503484772
3996,1,members,1503484772
3997,69,guests,1503485614
3998,1,members,1503485614
3999,49,guests,1503486460
4000,49,guests,1503486460
4001,1,members,1503486460
4002,1,members,1503486460
4003,66,guests,1503487311
4004,1,members,1503487311
4005,49,guests,1503488153
4006,1,members,1503488153
4007,66,guests,1503488995
4008,1,members,1503488995
4009,60,guests,1503489838
4010,1,members,1503489838
4011,55,guests,1503490681
4012,1,members,1503490681
4013,55,guests,1503491525
4014,1,members,1503491525
4015,70,guests,1503492366
4016,1,members,1503492366
4017,57,guests,1503493209
4018,1,members,1503493209
4019,49,guests,1503494051
4020,1,members,1503494051
4021,59,guests,1503494893
4022,1,members,1503494893
4023,74,guests,1503495738
4024,1,members,1503495738
4025,51,guests,1503496582
4026,1,members,1503496582
4027,62,guests,1503497423
4028,1,members,1503497423
4029,46,guests,1503498266
4030,1,members,1503498266
4031,59,guests,1503499113
4032,1,members,1503499113
4033,45,guests,1503499956
4034,1,members,1503499956
4035,45,guests,1503500797
4036,1,members,1503500797
4037,45,guests,1503501644
4038,1,members,1503501644
4039,65,guests,1503502488
4040,1,members,1503502488
4041,58,guests,1503503330
4042,1,members,1503503330
4043,82,guests,1503504174
4044,1,members,1503504174
4045,63,guests,1503505015
4046,1,members,1503505015
4047,90,guests,1503505856
4048,1,members,1503505856
4049,69,guests,1503506702
4050,1,members,1503506702
4051,96,guests,1503507544
4052,1,members,1503507544
4053,63,guests,1503508385
4054,1,members,1503508385
4055,93,guests,1503509227
4056,93,guests,1503509227
4057,1,members,1503509227
4058,1,members,1503509227
4059,82,guests,1503510070
4060,1,members,1503510070
4061,81,guests,1503510913
4062,1,members,1503510913
4063,68,guests,1503511762
4064,1,members,1503511762
4065,77,guests,1503512655
4066,1,members,1503512655
4067,46,guests,1503513711
4068,1,members,1503513711
4069,55,guests,1503514818
4070,1,members,1503514818
4071,15,guests,1503515780
4072,1,members,1503515780
4073,31,guests,1503516907
4074,1,members,1503516907
4075,37,guests,1503518043
4076,37,guests,1503518043
4077,1,members,1503518043
4078,1,members,1503518043
4079,59,guests,1503519059
4080,1,members,1503519059
4081,46,guests,1503520012
4082,1,members,1503520012
4083,65,guests,1503521251
4084,1,members,1503521251
4085,42,guests,1503522691
4086,1,members,1503522691
4087,42,guests,1503522693
4088,1,members,1503522693
4089,45,guests,1503523652
4090,1,members,1503523652
4091,76,guests,1503524501
4092,2,members,1503524501
4093,71,guests,1503525343
4094,2,members,1503525343
4095,56,guests,1503526185
4096,1,members,1503526185
4097,61,guests,1503527029
4098,1,members,1503527029
4099,83,guests,1503527870
4100,1,members,1503527870
4101,61,guests,1503528711
4102,1,members,1503528711
4103,54,guests,1503529556
4104,1,members,1503529556
4105,57,guests,1503530397
4106,1,members,1503530397
4107,63,guests,1503531241
4108,1,members,1503531241
4109,56,guests,1503532083
4110,1,members,1503532083
4111,51,guests,1503532924
4112,1,members,1503532924
4113,49,guests,1503533770
4114,1,members,1503533770
4115,61,guests,1503534612
4116,1,members,1503534612
4117,87,guests,1503535455
4118,1,members,1503535455
4119,68,guests,1503536297
4120,1,members,1503536297
4121,77,guests,1503537139
4122,1,members,1503537139
4123,65,guests,1503537980
4124,1,members,1503537980
4125,84,guests,1503538821
4126,1,members,1503538821
4127,70,guests,1503539662
4128,1,members,1503539662
4129,90,guests,1503540503
4130,1,members,1503540503
4131,67,guests,1503541344
4132,1,members,1503541344
4133,62,guests,1503542186
4134,1,members,1503542186
4135,68,guests,1503543029
4136,1,members,1503543029
4137,68,guests,1503543873
4138,1,members,1503543873
4139,62,guests,1503544715
4140,1,members,1503544715
4141,73,guests,1503545556
4142,1,members,1503545556
4143,53,guests,1503546400
4144,1,members,1503546400
4145,58,guests,1503547247
4146,1,members,1503547247
4147,59,guests,1503548091
4148,1,members,1503548091
4149,79,guests,1503548935
4150,1,members,1503548935
4151,69,guests,1503549779
4152,1,members,1503549779
4153,72,guests,1503550621
4154,1,members,1503550621
4155,61,guests,1503551465
4156,1,members,1503551465
4157,56,guests,1503552309
4158,1,members,1503552309
4159,55,guests,1503553161
4160,1,members,1503553161
4161,68,guests,1503554003
4162,1,members,1503554003
4163,49,guests,1503554846
4164,1,members,1503554846
4165,63,guests,1503555687
4166,1,members,1503555687
4167,54,guests,1503556528
4168,1,members,1503556528
4169,74,guests,1503557377
4170,1,members,1503557377
4171,52,guests,1503558220
4172,1,members,1503558220
4173,58,guests,1503559062
4174,1,members,1503559062
4175,48,guests,1503559904
4176,1,members,1503559904
4177,59,guests,1503560745
4178,1,members,1503560745
4179,79,guests,1503561586
4180,1,members,1503561586
4181,75,guests,1503562427
4182,1,members,1503562427
4183,62,guests,1503563270
4184,1,members,1503563270
4185,75,guests,1503564116
4186,1,members,1503564116
4187,88,guests,1503564960
4188,1,members,1503564960
4189,65,guests,1503565801
4190,1,members,1503565801
4191,60,guests,1503566642
4192,1,members,1503566642
4193,59,guests,1503567483
4194,1,members,1503567483
4195,54,guests,1503568324
4196,1,members,1503568324
4197,63,guests,1503569166
4198,1,members,1503569166
4199,75,guests,1503570009
4200,1,members,1503570009
4201,65,guests,1503570851
4202,1,members,1503570851
4203,74,guests,1503571693
4204,1,members,1503571693
4205,47,guests,1503572538
4206,1,members,1503572538
4207,66,guests,1503573380
4208,1,members,1503573380
4209,60,guests,1503574222
4210,1,members,1503574222
4211,77,guests,1503575063
4212,1,members,1503575063
4213,58,guests,1503575906
4214,1,members,1503575906
4215,72,guests,1503576750
4216,1,members,1503576750
4217,54,guests,1503577594
4218,1,members,1503577594
4219,68,guests,1503578440
4220,1,members,1503578440
4221,46,guests,1503579282
4222,1,members,1503579282
4223,68,guests,1503580123
4224,1,members,1503580123
4225,56,guests,1503580967
4226,1,members,1503580967
4227,72,guests,1503581808
4228,1,members,1503581808
4229,42,guests,1503582649
4230,1,members,1503582649
4231,55,guests,1503583490
4232,1,members,1503583490
4233,40,guests,1503584331
4234,1,members,1503584331
4235,55,guests,1503585177
4236,1,members,1503585177
4237,41,guests,1503586021
4238,1,members,1503586021
4239,40,guests,1503586862
4240,1,members,1503586862
4241,53,guests,1503587704
4242,1,members,1503587704
4243,51,guests,1503588545
4244,1,members,1503588545
4245,71,guests,1503589390
4246,1,members,1503589390
4247,71,guests,1503590231
4248,1,members,1503590231
4249,63,guests,1503591076
4250,1,members,1503591076
4251,79,guests,1503591918
4252,1,members,1503591918
4253,74,guests,1503592768
4254,1,members,1503592768
4255,67,guests,1503593614
4256,1,members,1503593614
4257,71,guests,1503594455
4258,1,members,1503594455
4259,73,guests,1503595303
4260,1,members,1503595303
4261,98,guests,1503596154
4262,1,members,1503596154
4263,67,guests,1503597000
4264,1,members,1503597000
4265,58,guests,1503597843
4266,1,members,1503597843
4267,58,guests,1503598684
4268,1,members,1503598684
4269,74,guests,1503599525
4270,1,members,1503599525
4271,45,guests,1503600367
4272,1,members,1503600367
4273,65,guests,1503601211
4274,1,members,1503601211
4275,44,guests,1503602054
4276,1,members,1503602054
4277,35,guests,1503602895
4278,1,members,1503602895
4279,33,guests,1503603736
4280,1,members,1503603736
4281,32,guests,1503604577
4282,1,members,1503604577
4283,46,guests,1503605418
4284,1,members,1503605418
4285,50,guests,1503606260
4286,1,members,1503606260
4287,49,guests,1503607102
4288,1,members,1503607102
4289,43,guests,1503607943
4290,1,members,1503607943
4291,43,guests,1503608784
4292,1,members,1503608784
4293,39,guests,1503609626
4294,1,members,1503609626
4295,35,guests,1503610469
4296,1,members,1503610469
4297,62,guests,1503611312
4298,1,members,1503611312
4299,76,guests,1503612154
4300,1,members,1503612154
4301,52,guests,1503612998
4302,1,members,1503612998
4303,70,guests,1503613841
4304,1,members,1503613841
4305,49,guests,1503614685
4306,1,members,1503614685
4307,60,guests,1503615526
4308,1,members,1503615526
4309,66,guests,1503616367
4310,2,members,1503616367
4311,57,guests,1503617209
4312,1,members,1503617209
4313,56,guests,1503618060
4314,1,members,1503618060
4315,69,guests,1503618903
4316,1,members,1503618903
4317,49,guests,1503619744
4318,1,members,1503619744
4319,62,guests,1503620602
4320,1,members,1503620602
4321,51,guests,1503621443
4322,1,members,1503621443
4323,64,guests,1503622287
4324,1,members,1503622287
4325,48,guests,1503623128
4326,1,members,1503623128
4327,60,guests,1503623972
4328,1,members,1503623972
4329,54,guests,1503624814
4330,1,members,1503624814
4331,70,guests,1503625659
4332,1,members,1503625659
4333,67,guests,1503626500
4334,1,members,1503626500
4335,83,guests,1503627343
4336,1,members,1503627343
4337,60,guests,1503628187
4338,1,members,1503628187
4339,75,guests,1503629030
4340,1,members,1503629030
4341,48,guests,1503629872
4342,1,members,1503629872
4343,50,guests,1503630713
4344,1,members,1503630713
4345,53,guests,1503631556
4346,1,members,1503631556
4347,65,guests,1503632398
4348,1,members,1503632398
4349,53,guests,1503633239
4350,1,members,1503633239
4351,61,guests,1503634082
4352,1,members,1503634082
4353,44,guests,1503634923
4354,1,members,1503634923
4355,58,guests,1503635766
4356,1,members,1503635766
4357,47,guests,1503636608
4358,1,members,1503636608
4359,56,guests,1503637449
4360,56,guests,1503637449
4361,1,members,1503637449
4362,1,members,1503637449
4363,57,guests,1503638292
4364,1,members,1503638292
4365,65,guests,1503639133
4366,1,members,1503639133
4367,64,guests,1503639975
4368,1,members,1503639975
4369,79,guests,1503640816
4370,1,members,1503640816
4371,59,guests,1503641657
4372,1,members,1503641657
4373,57,guests,1503642500
4374,1,members,1503642500
4375,49,guests,1503643342
4376,1,members,1503643342
4377,59,guests,1503644183
